exp,src,dst,number_of_packets,packet_size,time
17,4,5,100,40000,0.000642
17,2,3,100,40000,0.000634
16,0,1,100,40000,0.000648
15,6,7,100,40000,0.000710
18,4,5,100,40000,0.000637
18,2,3,100,40000,0.000670
17,0,1,100,40000,0.000676
16,6,7,100,40000,0.000695
19,4,5,100,40000,0.000640
19,2,3,100,40000,0.000633
18,0,1,100,40000,0.000657
20,2,3,100,40000,0.000638
17,6,7,100,40000,0.000694
20,4,5,100,40000,0.000638
19,0,1,100,40000,0.000641
21,4,5,100,40000,0.000638
18,6,7,100,40000,0.000705
21,2,3,100,40000,0.000638
22,4,5,100,40000,0.000638
19,6,7,100,40000,0.000709
20,0,1,100,40000,0.000670
22,2,3,100,40000,0.000639
23,4,5,100,40000,0.000635
21,0,1,100,40000,0.000648
23,2,3,100,40000,0.000637
20,6,7,100,40000,0.000716
24,4,5,100,40000,0.000641
24,2,3,100,40000,0.000631
22,0,1,100,40000,0.000654
21,6,7,100,40000,0.000707
25,4,5,100,40000,0.000637
25,2,3,100,40000,0.000636
23,0,1,100,40000,0.000650
22,6,7,100,40000,0.000699
26,4,5,100,40000,0.000641
26,2,3,100,40000,0.000635
24,0,1,100,40000,0.000657
27,4,5,100,40000,0.000638
23,6,7,100,40000,0.000752
27,2,3,100,40000,0.000635
25,0,1,100,40000,0.000658
28,2,3,100,40000,0.000635
28,4,5,100,40000,0.000635
24,6,7,100,40000,0.000704
26,0,1,100,40000,0.000635
29,4,5,100,40000,0.000638
29,2,3,100,40000,0.000637
25,6,7,100,40000,0.000704
27,0,1,100,40000,0.000670
30,4,5,100,40000,0.000636
30,2,3,100,40000,0.000631
26,6,7,100,40000,0.000706
31,4,5,100,40000,0.000635
28,0,1,100,40000,0.000661
31,2,3,100,40000,0.000634
29,0,1,100,40000,0.000654
27,6,7,100,40000,0.000693
32,4,5,100,40000,0.000641
32,2,3,100,40000,0.000635
28,6,7,100,40000,0.000692
33,4,5,100,40000,0.000641
30,0,1,100,40000,0.000667
33,2,3,100,40000,0.000637
34,4,5,100,40000,0.000636
29,6,7,100,40000,0.000704
34,2,3,100,40000,0.000635
31,0,1,100,40000,0.000654
35,4,5,100,40000,0.000638
30,6,7,100,40000,0.000712
35,2,3,100,40000,0.000633
32,0,1,100,40000,0.000650
36,4,5,100,40000,0.000636
36,2,3,100,40000,0.000641
33,0,1,100,40000,0.000649
31,6,7,100,40000,0.000718
37,4,5,100,40000,0.000639
37,2,3,100,40000,0.000637
34,0,1,100,40000,0.000654
32,6,7,100,40000,0.000717
38,4,5,100,40000,0.000636
38,2,3,100,40000,0.000631
35,0,1,100,40000,0.000655
33,6,7,100,40000,0.000693
39,4,5,100,40000,0.000633
39,2,3,100,40000,0.000639
36,0,1,100,40000,0.000652
40,4,5,100,40000,0.000642
34,6,7,100,40000,0.000732
40,2,3,100,40000,0.000637
37,0,1,100,40000,0.000682
41,2,3,100,40000,0.000632
41,4,5,100,40000,0.000641
35,6,7,100,40000,0.000705
38,0,1,100,40000,0.000659
42,2,3,100,40000,0.000638
42,4,5,100,40000,0.000636
36,6,7,100,40000,0.000705
39,0,1,100,40000,0.000646
43,4,5,100,40000,0.000640
43,2,3,100,40000,0.000635
37,6,7,100,40000,0.000700
44,4,5,100,40000,0.000639
40,0,1,100,40000,0.000659
44,2,3,100,40000,0.000629
38,6,7,100,40000,0.000699
45,4,5,100,40000,0.000637
45,2,3,100,40000,0.000634
41,0,1,100,40000,0.000655
39,6,7,100,40000,0.000693
46,4,5,100,40000,0.000637
46,2,3,100,40000,0.000639
42,0,1,100,40000,0.000656
47,4,5,100,40000,0.000639
40,6,7,100,40000,0.000705
47,2,3,100,40000,0.000636
43,0,1,100,40000,0.000648
48,4,5,100,40000,0.000634
41,6,7,100,40000,0.000701
48,2,3,100,40000,0.000640
44,0,1,100,40000,0.000653
49,4,5,100,40000,0.000643
49,2,3,100,40000,0.000638
42,6,7,100,40000,0.000712
45,0,1,100,40000,0.000654
50,4,5,100,40000,0.000637
50,2,3,100,40000,0.000632
46,0,1,100,40000,0.000647
43,6,7,100,40000,0.000720
51,4,5,100,40000,0.000638
51,2,3,100,40000,0.000633
47,0,1,100,40000,0.000668
52,2,3,100,40000,0.000632
44,6,7,100,40000,0.000689
52,4,5,100,40000,0.000635
48,0,1,100,40000,0.000648
53,2,3,100,40000,0.000640
45,6,7,100,40000,0.000691
53,4,5,100,40000,0.000634
49,0,1,100,40000,0.000644
54,2,3,100,40000,0.000636
54,4,5,100,40000,0.000642
46,6,7,100,40000,0.000707
50,0,1,100,40000,0.000642
55,4,5,100,40000,0.000632
55,2,3,100,40000,0.000631
47,6,7,100,40000,0.000709
56,4,5,100,40000,0.000637
56,2,3,100,40000,0.000635
51,0,1,100,40000,0.000684
48,6,7,100,40000,0.000700
57,4,5,100,40000,0.000640
57,2,3,100,40000,0.000636
52,0,1,100,40000,0.000656
49,6,7,100,40000,0.000720
58,4,5,100,40000,0.000635
58,2,3,100,40000,0.000631
53,0,1,100,40000,0.000654
50,6,7,100,40000,0.000706
59,4,5,100,40000,0.000641
59,2,3,100,40000,0.000634
54,0,1,100,40000,0.000657
60,4,5,100,40000,0.000641
51,6,7,100,40000,0.000728
60,2,3,100,40000,0.000633
55,0,1,100,40000,0.000666
61,2,3,100,40000,0.000640
61,4,5,100,40000,0.000635
52,6,7,100,40000,0.000699
56,0,1,100,40000,0.000645
62,4,5,100,40000,0.000638
62,2,3,100,40000,0.000636
57,0,1,100,40000,0.000661
53,6,7,100,40000,0.000713
63,4,5,100,40000,0.000639
63,2,3,100,40000,0.000633
54,6,7,100,40000,0.000704
64,4,5,100,40000,0.000634
58,0,1,100,40000,0.000659
64,2,3,100,40000,0.000635
59,0,1,100,40000,0.000638
55,6,7,100,40000,0.000699
65,4,5,100,40000,0.000637
65,2,3,100,40000,0.000632
56,6,7,100,40000,0.000695
60,0,1,100,40000,0.000659
66,4,5,100,40000,0.000638
66,2,3,100,40000,0.000630
67,4,5,100,40000,0.000636
67,2,3,100,40000,0.000636
57,6,7,100,40000,0.000696
61,0,1,100,40000,0.000612
68,4,5,100,40000,0.000641
58,6,7,100,40000,0.000706
68,2,3,100,40000,0.000633
62,0,1,100,40000,0.000654
69,4,5,100,40000,0.000632
69,2,3,100,40000,0.000628
63,0,1,100,40000,0.000647
59,6,7,100,40000,0.000709
70,4,5,100,40000,0.000637
70,2,3,100,40000,0.000632
64,0,1,100,40000,0.000653
60,6,7,100,40000,0.000714
71,4,5,100,40000,0.000642
71,2,3,100,40000,0.000628
65,0,1,100,40000,0.000679
72,2,3,100,40000,0.000636
61,6,7,100,40000,0.000692
72,4,5,100,40000,0.000636
66,0,1,100,40000,0.000651
62,6,7,100,40000,0.000694
73,2,3,100,40000,0.000643
73,4,5,100,40000,0.000639
67,0,1,100,40000,0.000669
74,2,3,100,40000,0.000633
74,4,5,100,40000,0.000641
63,6,7,100,40000,0.000710
68,0,1,100,40000,0.000656
75,2,3,100,40000,0.000633
75,4,5,100,40000,0.000636
64,6,7,100,40000,0.000709
69,0,1,100,40000,0.000646
76,2,3,100,40000,0.000636
76,4,5,100,40000,0.000644
65,6,7,100,40000,0.000705
70,0,1,100,40000,0.000632
77,4,5,100,40000,0.000639
77,2,3,100,40000,0.000635
66,6,7,100,40000,0.000721
78,4,5,100,40000,0.000637
78,2,3,100,40000,0.000632
71,0,1,100,40000,0.000660
79,2,3,100,40000,0.000630
72,0,1,100,40000,0.000645
67,6,7,100,40000,0.000695
79,4,5,100,40000,0.000641
80,2,3,100,40000,0.000632
80,4,5,100,40000,0.000635
68,6,7,100,40000,0.000733
73,0,1,100,40000,0.000667
81,2,3,100,40000,0.000637
74,0,1,100,40000,0.000649
81,4,5,100,40000,0.000637
69,6,7,100,40000,0.000700
82,2,3,100,40000,0.000634
82,4,5,100,40000,0.000640
75,0,1,100,40000,0.000660
70,6,7,100,40000,0.000705
83,2,3,100,40000,0.000636
83,4,5,100,40000,0.000639
76,0,1,100,40000,0.000648
71,6,7,100,40000,0.000706
84,4,5,100,40000,0.000641
84,2,3,100,40000,0.000633
77,0,1,100,40000,0.000666
85,2,3,100,40000,0.000630
72,6,7,100,40000,0.000695
85,4,5,100,40000,0.000638
78,0,1,100,40000,0.000655
86,2,3,100,40000,0.000633
73,6,7,100,40000,0.000695
86,4,5,100,40000,0.000635
79,0,1,100,40000,0.000643
87,2,3,100,40000,0.000632
87,4,5,100,40000,0.000642
74,6,7,100,40000,0.000705
80,0,1,100,40000,0.000662
88,2,3,100,40000,0.000633
88,4,5,100,40000,0.000640
75,6,7,100,40000,0.000701
89,2,3,100,40000,0.000633
81,0,1,100,40000,0.000653
89,4,5,100,40000,0.000634
76,6,7,100,40000,0.000710
90,4,5,100,40000,0.000638
90,2,3,100,40000,0.000628
82,0,1,100,40000,0.000658
77,6,7,100,40000,0.000726
91,4,5,100,40000,0.000639
91,2,3,100,40000,0.000629
83,0,1,100,40000,0.000655
92,2,3,100,40000,0.000634
78,6,7,100,40000,0.000697
92,4,5,100,40000,0.000634
84,0,1,100,40000,0.000654
93,2,3,100,40000,0.000631
85,0,1,100,40000,0.000648
93,4,5,100,40000,0.000641
79,6,7,100,40000,0.000688
94,2,3,100,40000,0.000630
94,4,5,100,40000,0.000633
80,6,7,100,40000,0.000698
86,0,1,100,40000,0.000663
95,2,3,100,40000,0.000634
95,4,5,100,40000,0.000636
81,6,7,100,40000,0.000707
87,0,1,100,40000,0.000643
96,2,3,100,40000,0.000631
96,4,5,100,40000,0.000639
82,6,7,100,40000,0.000699
88,0,1,100,40000,0.000640
97,2,3,100,40000,0.000634
97,4,5,100,40000,0.000635
89,0,1,100,40000,0.000644
98,2,3,100,40000,0.000634
83,6,7,100,40000,0.000720
98,4,5,100,40000,0.000639
90,0,1,100,40000,0.000635
99,2,3,100,40000,0.000632
84,6,7,100,40000,0.000696
99,4,5,100,40000,0.000636
91,0,1,100,40000,0.000703
85,6,7,100,40000,0.000707
92,0,1,100,40000,0.000696
86,6,7,100,40000,0.000639
93,0,1,100,40000,0.000692
87,6,7,100,40000,0.000704
88,6,7,100,40000,0.000679
94,0,1,100,40000,0.000694
95,0,1,100,40000,0.000630
89,6,7,100,40000,0.000663
96,0,1,100,40000,0.000637
90,6,7,100,40000,0.000662
97,0,1,100,40000,0.000658
91,6,7,100,40000,0.000660
98,0,1,100,40000,0.000618
92,6,7,100,40000,0.000658
99,0,1,100,40000,0.000603
93,6,7,100,40000,0.000663
94,6,7,100,40000,0.000653
95,6,7,100,40000,0.000659
96,6,7,100,40000,0.000658
97,6,7,100,40000,0.000653
98,6,7,100,40000,0.000654
99,6,7,100,40000,0.000659
1,4,5,100,400000,0.003931
1,6,7,100,400000,0.004061
1,2,3,100,400000,0.003928
1,0,1,100,400000,0.003998
2,4,5,100,400000,0.003711
2,2,3,100,400000,0.003701
2,0,1,100,400000,0.003784
2,6,7,100,400000,0.003848
3,4,5,100,400000,0.003703
3,2,3,100,400000,0.003709
3,6,7,100,400000,0.003819
3,0,1,100,400000,0.003778
4,2,3,100,400000,0.003705
4,4,5,100,400000,0.003710
4,0,1,100,400000,0.003770
4,6,7,100,400000,0.003824
5,4,5,100,400000,0.003700
5,2,3,100,400000,0.003703
5,6,7,100,400000,0.003814
5,0,1,100,400000,0.003778
6,4,5,100,400000,0.003698
6,2,3,100,400000,0.003705
6,0,1,100,400000,0.003780
6,6,7,100,400000,0.003830
7,4,5,100,400000,0.003704
7,2,3,100,400000,0.003706
7,0,1,100,400000,0.003774
7,6,7,100,400000,0.003817
8,4,5,100,400000,0.003699
8,2,3,100,400000,0.003707
8,0,1,100,400000,0.003788
8,6,7,100,400000,0.003816
9,4,5,100,400000,0.003697
9,2,3,100,400000,0.003703
9,0,1,100,400000,0.003777
9,6,7,100,400000,0.003817
10,4,5,100,400000,0.003698
10,2,3,100,400000,0.003703
10,0,1,100,400000,0.003778
10,6,7,100,400000,0.003821
11,4,5,100,400000,0.003702
11,2,3,100,400000,0.003700
11,0,1,100,400000,0.003767
11,6,7,100,400000,0.003819
12,4,5,100,400000,0.003700
12,2,3,100,400000,0.003708
12,0,1,100,400000,0.003774
12,6,7,100,400000,0.003823
13,4,5,100,400000,0.003699
13,2,3,100,400000,0.003701
13,0,1,100,400000,0.003778
13,6,7,100,400000,0.003822
14,4,5,100,400000,0.003700
14,2,3,100,400000,0.003701
14,0,1,100,400000,0.003789
14,6,7,100,400000,0.003841
15,4,5,100,400000,0.003700
15,2,3,100,400000,0.003701
15,0,1,100,400000,0.003779
15,6,7,100,400000,0.003817
16,4,5,100,400000,0.003699
16,2,3,100,400000,0.003705
16,0,1,100,400000,0.003772
16,6,7,100,400000,0.003821
17,4,5,100,400000,0.003700
17,2,3,100,400000,0.003702
17,0,1,100,400000,0.003771
17,6,7,100,400000,0.003821
18,4,5,100,400000,0.003697
18,2,3,100,400000,0.003709
18,0,1,100,400000,0.003778
18,6,7,100,400000,0.003816
19,4,5,100,400000,0.003702
19,2,3,100,400000,0.003701
19,0,1,100,400000,0.003773
19,6,7,100,400000,0.003808
20,4,5,100,400000,0.003699
20,2,3,100,400000,0.003704
20,0,1,100,400000,0.003778
20,6,7,100,400000,0.003812
21,4,5,100,400000,0.003697
21,2,3,100,400000,0.003706
21,0,1,100,400000,0.003781
21,6,7,100,400000,0.003806
22,4,5,100,400000,0.003700
22,2,3,100,400000,0.003697
22,0,1,100,400000,0.003773
22,6,7,100,400000,0.003799
23,4,5,100,400000,0.003696
23,2,3,100,400000,0.003705
23,0,1,100,400000,0.003778
24,4,5,100,400000,0.003698
23,6,7,100,400000,0.003834
24,2,3,100,400000,0.003706
24,0,1,100,400000,0.003782
25,4,5,100,400000,0.003700
24,6,7,100,400000,0.003803
25,2,3,100,400000,0.003707
25,0,1,100,400000,0.003792
26,4,5,100,400000,0.003704
26,2,3,100,400000,0.003704
25,6,7,100,400000,0.003811
26,0,1,100,400000,0.003775
27,4,5,100,400000,0.003698
27,2,3,100,400000,0.003703
26,6,7,100,400000,0.003817
27,0,1,100,400000,0.003769
28,4,5,100,400000,0.003699
28,2,3,100,400000,0.003704
27,6,7,100,400000,0.003818
28,0,1,100,400000,0.003760
29,4,5,100,400000,0.003703
29,2,3,100,400000,0.003702
28,6,7,100,400000,0.003840
30,4,5,100,400000,0.003696
29,0,1,100,400000,0.003766
30,2,3,100,400000,0.003704
29,6,7,100,400000,0.003817
31,4,5,100,400000,0.003702
30,0,1,100,400000,0.003775
31,2,3,100,400000,0.003704
30,6,7,100,400000,0.003823
32,4,5,100,400000,0.003702
31,0,1,100,400000,0.003759
32,2,3,100,400000,0.003708
31,6,7,100,400000,0.003825
33,4,5,100,400000,0.003700
33,2,3,100,400000,0.003705
32,0,1,100,400000,0.003791
32,6,7,100,400000,0.003816
34,4,5,100,400000,0.003695
34,2,3,100,400000,0.003705
33,0,1,100,400000,0.003763
33,6,7,100,400000,0.003816
35,4,5,100,400000,0.003703
35,2,3,100,400000,0.003709
34,0,1,100,400000,0.003755
34,6,7,100,400000,0.003825
36,4,5,100,400000,0.003703
36,2,3,100,400000,0.003708
35,0,1,100,400000,0.003774
35,6,7,100,400000,0.003824
37,4,5,100,400000,0.003696
37,2,3,100,400000,0.003702
36,0,1,100,400000,0.003765
36,6,7,100,400000,0.003829
38,4,5,100,400000,0.003696
38,2,3,100,400000,0.003706
37,0,1,100,400000,0.003776
37,6,7,100,400000,0.003825
39,4,5,100,400000,0.003703
39,2,3,100,400000,0.004096
38,0,1,100,400000,0.003771
38,6,7,100,400000,0.003823
40,4,5,100,400000,0.003697
40,2,3,100,400000,0.003705
39,0,1,100,400000,0.003768
39,6,7,100,400000,0.003841
41,4,5,100,400000,0.003701
41,2,3,100,400000,0.003705
40,0,1,100,400000,0.003774
40,6,7,100,400000,0.003817
42,4,5,100,400000,0.003699
42,2,3,100,400000,0.003704
41,0,1,100,400000,0.003774
41,6,7,100,400000,0.003814
43,4,5,100,400000,0.003700
43,2,3,100,400000,0.003707
42,0,1,100,400000,0.003794
42,6,7,100,400000,0.003810
44,4,5,100,400000,0.003693
44,2,3,100,400000,0.003707
43,0,1,100,400000,0.003827
43,6,7,100,400000,0.003805
45,4,5,100,400000,0.003699
45,2,3,100,400000,0.003707
44,0,1,100,400000,0.003784
44,6,7,100,400000,0.003820
46,4,5,100,400000,0.003699
46,2,3,100,400000,0.003704
45,0,1,100,400000,0.003771
47,4,5,100,400000,0.003695
45,6,7,100,400000,0.003832
47,2,3,100,400000,0.003708
46,0,1,100,400000,0.003781
48,4,5,100,400000,0.003695
46,6,7,100,400000,0.003800
48,2,3,100,400000,0.003699
47,0,1,100,400000,0.003775
49,4,5,100,400000,0.003699
47,6,7,100,400000,0.003812
49,2,3,100,400000,0.003699
48,0,1,100,400000,0.003777
50,4,5,100,400000,0.003697
48,6,7,100,400000,0.003811
50,2,3,100,400000,0.003705
49,0,1,100,400000,0.003777
51,4,5,100,400000,0.003699
49,6,7,100,400000,0.003822
51,2,3,100,400000,0.003706
50,0,1,100,400000,0.003786
52,4,5,100,400000,0.003697
52,2,3,100,400000,0.003708
50,6,7,100,400000,0.003818
51,0,1,100,400000,0.003776
53,4,5,100,400000,0.003695
53,2,3,100,400000,0.003709
51,6,7,100,400000,0.003817
52,0,1,100,400000,0.003771
54,4,5,100,400000,0.003694
54,2,3,100,400000,0.003710
52,6,7,100,400000,0.003817
53,0,1,100,400000,0.003798
55,4,5,100,400000,0.003705
55,2,3,100,400000,0.003703
53,6,7,100,400000,0.003819
54,0,1,100,400000,0.003784
56,4,5,100,400000,0.003699
56,2,3,100,400000,0.003705
54,6,7,100,400000,0.003833
55,0,1,100,400000,0.003778
57,4,5,100,400000,0.003695
57,2,3,100,400000,0.003709
55,6,7,100,400000,0.003815
56,0,1,100,400000,0.003784
58,4,5,100,400000,0.003718
58,2,3,100,400000,0.003706
56,6,7,100,400000,0.003809
57,0,1,100,400000,0.003778
59,4,5,100,400000,0.003700
59,2,3,100,400000,0.003701
57,6,7,100,400000,0.003823
58,0,1,100,400000,0.003780
60,4,5,100,400000,0.003695
60,2,3,100,400000,0.003728
58,6,7,100,400000,0.003819
61,4,5,100,400000,0.003697
59,0,1,100,400000,0.003772
61,2,3,100,400000,0.003704
59,6,7,100,400000,0.003819
62,4,5,100,400000,0.003701
60,0,1,100,400000,0.003783
62,2,3,100,400000,0.003705
60,6,7,100,400000,0.003820
63,4,5,100,400000,0.003699
61,0,1,100,400000,0.003765
63,2,3,100,400000,0.003748
61,6,7,100,400000,0.003815
64,4,5,100,400000,0.003695
62,0,1,100,400000,0.003771
64,2,3,100,400000,0.003705
62,6,7,100,400000,0.003820
65,4,5,100,400000,0.003696
63,0,1,100,400000,0.003775
65,2,3,100,400000,0.003707
63,6,7,100,400000,0.003820
66,4,5,100,400000,0.003696
64,0,1,100,400000,0.003770
66,2,3,100,400000,0.003702
64,6,7,100,400000,0.003817
67,4,5,100,400000,0.003696
65,0,1,100,400000,0.003762
67,2,3,100,400000,0.003707
65,6,7,100,400000,0.003811
68,4,5,100,400000,0.003706
66,0,1,100,400000,0.003755
68,2,3,100,400000,0.003706
66,6,7,100,400000,0.003802
69,4,5,100,400000,0.003703
67,0,1,100,400000,0.003750
69,2,3,100,400000,0.003701
67,6,7,100,400000,0.003802
70,4,5,100,400000,0.003701
70,2,3,100,400000,0.003706
68,0,1,100,400000,0.003763
71,4,5,100,400000,0.003697
68,6,7,100,400000,0.003830
71,2,3,100,400000,0.003705
69,0,1,100,400000,0.003765
72,4,5,100,400000,0.003702
69,6,7,100,400000,0.003802
72,2,3,100,400000,0.003708
70,0,1,100,400000,0.003775
73,4,5,100,400000,0.003699
70,6,7,100,400000,0.003819
73,2,3,100,400000,0.003702
71,0,1,100,400000,0.003776
74,4,5,100,400000,0.003695
71,6,7,100,400000,0.003826
74,2,3,100,400000,0.003702
72,0,1,100,400000,0.003775
75,4,5,100,400000,0.003704
72,6,7,100,400000,0.003821
75,2,3,100,400000,0.003704
73,0,1,100,400000,0.003766
76,4,5,100,400000,0.003697
73,6,7,100,400000,0.003813
76,2,3,100,400000,0.003705
74,0,1,100,400000,0.003765
77,4,5,100,400000,0.003697
77,2,3,100,400000,0.003705
74,6,7,100,400000,0.003818
75,0,1,100,400000,0.003765
78,4,5,100,400000,0.003702
78,2,3,100,400000,0.003704
75,6,7,100,400000,0.003815
76,0,1,100,400000,0.003782
79,4,5,100,400000,0.003696
79,2,3,100,400000,0.003705
76,6,7,100,400000,0.003817
77,0,1,100,400000,0.003775
80,4,5,100,400000,0.003697
80,2,3,100,400000,0.003703
77,6,7,100,400000,0.003817
78,0,1,100,400000,0.003791
81,4,5,100,400000,0.003692
81,2,3,100,400000,0.003707
78,6,7,100,400000,0.003823
79,0,1,100,400000,0.003782
82,4,5,100,400000,0.003700
82,2,3,100,400000,0.003705
79,6,7,100,400000,0.003818
80,0,1,100,400000,0.003771
83,4,5,100,400000,0.003695
83,2,3,100,400000,0.003703
80,6,7,100,400000,0.003821
81,0,1,100,400000,0.003778
84,4,5,100,400000,0.003694
84,2,3,100,400000,0.003706
81,6,7,100,400000,0.003816
82,0,1,100,400000,0.003778
85,4,5,100,400000,0.003700
85,2,3,100,400000,0.003707
82,6,7,100,400000,0.003819
83,0,1,100,400000,0.003773
86,2,3,100,400000,0.003704
83,6,7,100,400000,0.003853
86,4,5,100,400000,0.006571
84,0,1,100,400000,0.003779
87,2,3,100,400000,0.003703
84,6,7,100,400000,0.003808
87,4,5,100,400000,0.003697
85,0,1,100,400000,0.003776
88,2,3,100,400000,0.003706
88,4,5,100,400000,0.003698
85,6,7,100,400000,0.003806
86,0,1,100,400000,0.003781
89,2,3,100,400000,0.003705
89,4,5,100,400000,0.003704
86,6,7,100,400000,0.003812
87,0,1,100,400000,0.003782
90,2,3,100,400000,0.003705
90,4,5,100,400000,0.003701
87,6,7,100,400000,0.003821
88,0,1,100,400000,0.003775
91,2,3,100,400000,0.003708
91,4,5,100,400000,0.003700
88,6,7,100,400000,0.003825
89,0,1,100,400000,0.003791
92,2,3,100,400000,0.003704
92,4,5,100,400000,0.003700
89,6,7,100,400000,0.003849
90,0,1,100,400000,0.003781
93,2,3,100,400000,0.003708
93,4,5,100,400000,0.003703
90,6,7,100,400000,0.003817
91,0,1,100,400000,0.003776
94,2,3,100,400000,0.003704
94,4,5,100,400000,0.003699
91,6,7,100,400000,0.003816
92,0,1,100,400000,0.003775
95,2,3,100,400000,0.003704
95,4,5,100,400000,0.003702
92,6,7,100,400000,0.003818
93,0,1,100,400000,0.003773
96,2,3,100,400000,0.003703
96,4,5,100,400000,0.003706
94,0,1,100,400000,0.003770
93,6,7,100,400000,0.003815
97,2,3,100,400000,0.003701
97,4,5,100,400000,0.003710
95,0,1,100,400000,0.003772
94,6,7,100,400000,0.003822
98,2,3,100,400000,0.003721
98,4,5,100,400000,0.003704
96,0,1,100,400000,0.003768
95,6,7,100,400000,0.003815
99,2,3,100,400000,0.003728
99,4,5,100,400000,0.003697
97,0,1,100,400000,0.003682
96,6,7,100,400000,0.003805
98,0,1,100,400000,0.003614
97,6,7,100,400000,0.003654
99,0,1,100,400000,0.003614
98,6,7,100,400000,0.003656
99,6,7,100,400000,0.003659
